CEEB Code,School Name,City,State,Postcode
233705,WATERVLIET HIGH SCHOOL,WATERVLIET,MI,49098
230031,W-A-Y WATERVLIET HIGH SCHOOL,WATERVLIET,MI,49098
233710,WAYLAND HIGH SCHOOL,WAYLAND,MI,49348
239177,WAYLAND UNION MIDDLE SCHOOL,WAYLAND,MI,49348
233727,CAREER CONNECTIONS ACADEMY,WAYLAND,MI,49348
233715,WAYNE MEMORIAL HIGH SCHOOL,WAYNE,MI,48184
230693,BENJAMIN FRANKLIN MIDDLE SCHOO,WAYNE,MI,48184
233725,WEBBERVILLE HIGH SCHOOL,WEBBERVILLE,MI,48892
231346,WEBBERVILLE MIDDLE SCHOOL,WEBBERVILLE,MI,48892
233853,WEST MICHIGAN VIRTUAL ESCANABA,WELLS,MI,49894
232882,WEST BLOOMFIELD HIGH SCHOOL WEST,BLOOMFIELD,MI,48323
233729,J&S FRANKEL JEWISH ACADEMY WEST,BLOOMFIELD,MI,48322
233730,LAKER ACADEMY WEST,BLOOMFIELD,MI,48323
239902,ORCHARD LAKE MIDDLE SCHOOL WEST,BLOOMFIELD,MI,48322
239901,WARREN W ABBOTT MIDDLE SCHOOL WEST,BLOOMFIELD,MI,48324
230943,WALNUT CREEK MIDDLE SCHOOL WEST,BLOOMFIELD,MI,48323
233743,OGEMAW HEIGHTS HIGH SCHOOL WEST,BRANCH,MI,48661
230254,ALTERNATIVE EDUCATIONAL ACADEM WEST,BRANCH,MI,48661
239207,ST JOSEPH SCHOOL WEST,BRANCH,MI,48661
231053,SURLINE MIDDLE SCHOOL WEST,BRANCH,MI,48661
231352,ROSE CITY SCHOOL WEST,BRANCH,MI,48661
230095,HURON VALLEY LUTHERAN HS,WESTLAND,MI,48185
233711,JOHN GLENN HIGH SCHOOL,WESTLAND,MI,48185
233713,TINKHAM ADULT EDUCATION PROG,WESTLAND,MI,48185
233745,TINKHAM ALTERNATIVE HIGH SCHL,WESTLAND,MI,48186
233746,LUTHERAN HIGH SCHOOL WESTLAND,WESTLAND,MI,48185
233748,WESTLAND CHRISTIAN ACADEMY,WESTLAND,MI,48186
233751,UNIVERSAL LEARNING ACADEMY,WESTLAND,MI,48185
230537,WILLIAM FORD CAREER-TECH CENTE,WESTLAND,MI,48185
230499,WESTERN WAYNE SKILL CENTER,WESTLAND,MI,48185
231169,ADLAI STEVENSON MIDDLE SCHOOL,WESTLAND,MI,48186
233000,PEWAMO WESTPHALIA HIGH SCHOOL,WESTPHALIA,MI,48894
232694,MUNISING BAPTIST HIGH SCHOOL,WETMORE,MI,49895
233750,WHITE CLOUD HIGH SCHOOL WHITE,CLOUD,MI,49349
230939,WHITE CLOUD JUNIOR HIGH SCHOOL WHITE,CLOUD,MI,49349
232593,LAKELAND HIGH SCHOOL WHITE,LAKE,MI,48383
239143,WHITE LAKE MIDDLE SCHOOL WHITE,LAKE,MI,48383
233760,WHITE PIGEON HIGH SCHOOL WHITE,PIGEON,MI,49099
233755,WHITEHALL HIGH SCHOOL,WHITEHALL,MI,49461
239134,WHITEHALL MIDDLE SCHOOL,WHITEHALL,MI,49461
230289,WHITE LAKE AREA COMMUNITY ED.,WHITEHALL,MI,49461
233763,WHITMORE LAKE HIGH SCHOOL WHITMORE,LAKE,MI,48189
233764,W J MAXEY TRAINING SCHOOL WHITMORE,LAKE,MI,48189
233767,MAXEY TRAINING SCHOOL WHITMORE,LAKE,MI,48189
233770,AIM HIGH SCHOOL WHITMORE,LAKE,MI,48189
230856,LIVINGSTON CLASSICAL ACADEMY WHITMORE,LAKE,MI,48189
233765,WHITTEMORE-PRESCOTT HS,WHITTEMORE,MI,48770
233775,WILLIAMSTON HIGH SCHOOL,WILLIAMSTON,MI,48895
239056,WILLIAMSTON MIDDLE SCHOOL,WILLIAMSTON,MI,48895
233783,NAH TAH WAHSH PSA,WILSON,MI,49896
233781,WIXOM CHRISTIAN SCHOOL,WIXOM,MI,48393
233789,ST CATHERINE OF SIENA ACADEMY,WIXOM,MI,48393
230282,OAKLAND OPPORTUNITY ACADEMY,WIXOM,MI,48393
230431,OAKLAND SCHOOLS TECHNICAL CAMP,WIXOM,MI,48393
230944,SARAH G. BANKS MIDDLE SCHOOL,WIXOM,MI,48393
233795,WOLVERINE HIGH SCHOOL,WOLVERINE,MI,49799
239090,PATRICK HENRY MIDDLE SCHOOL,WOODHAVEN,MI,48183
230511,HURON AI CENTER HS PROGRAM,WOODHAVEN,MI,48183
231156,LAKEWOOD MIDDLE SCHOOL,WOODLAND,MI,48897
233804,OUR LADY OF MOUNT CARMEL HS,WYANDOTTE,MI,48192
233820,THEODORE ROOSEVELT HIGH SCHOOL,WYANDOTTE,MI,48192
230496,MADISON SCHOOL,WYANDOTTE,MI,48192
230497,THE LINCOLN CENTER,WYANDOTTE,MI,48192
230508,JO BRIGHTON SKILLS CENTER,WYANDOTTE,MI,48192
231170,WOODROW WILSON SCHOOL,WYANDOTTE,MI,48192
231710,GODWIN HEIGHTS HIGH SCHOOL,WYOMING,MI,49548
231720,LEE HIGH SCHOOL,WYOMING,MI,49509
231726,POTTER'S HOUSE HIGH SCHOOL THE,WYOMING,MI,49519
231740,WYOMING HIGH SCHOOL,WYOMING,MI,49509
231754,TRI-UNITY CHRISTIAN SCHOOLS,WYOMING,MI,49418
232206,WEST MICHIGAN LUTHERAN HS,WYOMING,MI,49509
233801,INNOVATIONS ACADEMY,WYOMING,MI,49509
233803,GODWIN HEIGHTS LEARNING CTR,WYOMING,MI,49548
231765,WYOMING PARK JUNIOR HIGH SCH,WYOMING,MI,49519
239044,GODWIN HEIGHTS MIDDLE SCHOOL,WYOMING,MI,49548
239114,SAINT JOHN VIANNEY CATHOLIC SCHOOL,WYOMING,MI,49509
233819,EAST LEE CAMPUS,WYOMING,MI,49509
230717,GODFREY-LEE ED. STATION,WYOMING,MI,49509
002705,ITT TECHNICAL INST GRAND RAPDS,WYOMING,MI,49519
231125,VANGUARD CHARTER ACADEMY,WYOMING,MI,49519
231337,LEE MIDDLE SCHOOL,WYOMING,MI,49509
231478,PINE GROVE LEARNING CENTER,WYOMING,MI,49519
231519,WYOMING REGIONAL CENTER,WYOMING,MI,49519
233825,YALE HIGH SCHOOL,YALE,MI,48097
239170,YALE JUNIOR HIGH SCHOOL,YALE,MI,48097
230608,PHOENIX ALTERNATIVE SCHOOL,YALE,MI,48097
230276,WSC ACADEMY,YPSILANTI,MI,48197
233780,WILLOW RUN HIGH SCHOOL,YPSILANTI,MI,48198
233823,WASHTENAW INTERNATIONAL HS,YPSILANTI,MI,48197
233826,YPSILANTI ADULT COMMUNITY EDUCATION,YPSILANTI,MI,48197
233827,CALVARY CHRISTIAN ACADEMY,YPSILANTI,MI,48198
233828,FAITHWAY BAPTIST HIGH SCHOOL,YPSILANTI,MI,48197
233829,PINEVIEW CHRISTIAN ACADEMY,YPSILANTI,MI,48197
233830,LINCOLN HIGH SCHOOL,YPSILANTI,MI,48197
233832,ARBOR PREPARATORY HIGH SCHOOL,YPSILANTI,MI,48197
233833,YPSILANTI NEW TECH HIGH SCHOOL,YPSILANTI,MI,48197
233840,YPSILANTI HIGH SCHOOL,YPSILANTI,MI,48197
233841,EARLY COLLEGE ALLIANCE AT EMU,YPSILANTI,MI,48197
233835,AC-TECH HIGH SCHOOL,YPSILANTI,MI,48197
233836,STEMM ACADEMY-YCS,YPSILANTI,MI,48197
239112,YPSILANTI COMMUNITY MIDDLE SCHOOL,YPSILANTI,MI,48198
230377,FOREST SCHOOL,YPSILANTI,MI,48198
239145,ESTABROOK ELEMENTARY SCHOOL,YPSILANTI,MI,48197
230131,ACCE HIGH SCHOOL,YPSILANTI,MI,48198
001201,EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,48197
230977,FORTIS ACADEMY,YPSILANTI,MI,48197
231087,SOUTH ARBOR CHARTER ACADEMY,YPSILANTI,MI,48197
231319,WASHTENAW INTERNATIONAL MIDDLE,YPSILANTI,MI,48197
231372,EAST ARBOR CHARTER ACADEMY,YPSILANTI,MI,48197
231398,ANN ARBOR LEARNING COMMUNITY,YPSILANTI,MI,48197
231509,SOUTH POINTE SCHOLARS CHARTER,YPSILANTI,MI,48198
233845,ZEELAND EAST HIGH SCHOOL,ZEELAND,MI,49464
233846,ZEELAND WEST HIGH SCHOOL,ZEELAND,MI,49464
233848,ICADEMY GLOBAL,ZEELAND,MI,49464
239191,CITYSIDE MIDDLE SCHOOL,ZEELAND,MI,49464
239070,ZEELAND CHRISTIAN SCHOOL,ZEELAND,MI,49464
230324,VENTURE ACADEMY,ZEELAND,MI,49464
239163,BORCULO CHRISTIAN SCHOOL,ZEELAND,MI,49464
231044,CREEKSIDE MIDDLE SCHOOL,ZEELAND,MI,49464
231452,ZEELAND QUEST,ZEELAND,MI,49464
231531,INNOCADEMY,ZEELAND,MI,49464
240000,ADA-BORUP HIGH SCHOOL,ADA,MN,56510
240005,SOUTHLAND SENIOR HIGH SCHOOL,ADAMS,MN,55909
240010,ADRIAN HIGH SCHOOL,ADRIAN,MN,56110
240020,AITKIN HIGH SCHOOL,AITKIN,MN,56431
240030,ALBANY AREA SENIOR HIGH SCHOOL,ALBANY,MN,56307
240040,ALBERT LEA SENIOR HIGH SCHOOL ALBERT,LEA,MN,56007
240050,ALDEN-CONGER SECONDARY,ALDEN,MN,56009
240055,ALEXANDRIA AREA HIGH SCHOOL,ALEXANDRIA,MN,56308
000771,ALEXANDRIA TECHNICAL COLLEGE,ALEXANDRIA,MN,56308
240070,ANDOVER HIGH SCHOOL,ANDOVER,MN,55304
240082,LEGACY CHRISTIAN ACADEMY,ANDOVER,MN,55304
240075,ANNANDALE HIGH SCHOOL,ANNANDALE,MN,55302
240080,ANOKA HIGH SCHOOL,ANOKA,MN,55303
006084,ANOKA TECHNICAL COLLEGE,ANOKA,MN,55303
003845,SCOTT HGHLNDS MS ENHNCD LRNG P APPLE,VALLE,MN,55124
240084,APPLE VALLEY HIGH SCHOOL APPLE,VALLEY,MN,55124
240088,SCHOOL OF ENVIRONMENTAL STUDY APPLE,VALLEY,MN,55124
242123,EASTVIEW HIGH SCHOOL APPLE,VALLEY,MN,55124
242229,BRIGHTMONT ACADEMY-APPLEVALLEY APPLE,VALLEY,MN,55124
240002,DAKOTA RIDGE SCHOOL APPLE,VALLEY,MN,55124
240019,FIT ACADEMY APPLE,VALLEY,MN,55124
240141,ABE DIPLOMA PROGRAM APPLE,VALLEY,MN,55124
241805,MOUNDS VIEW HIGH SCHOOL ARDEN,HILLS,MN,55112
240095,SIBLEY EAST SENIOR HIGH SCHOOL,ARLINGTON,MN,55307
240100,ASHBY HIGH SCHOOL,ASHBY,MN,56309
240120,MESABI EAST HIGH SCHOOL,AURORA,MN,55705
006017,RIVERLAND COMMUNITY COLLEGE,AUSTIN,MN,55912
240125,AUSTIN HIGH SCHOOL,AUSTIN,MN,55912
240126,NEW DOMINION ACADEMY,AUSTIN,MN,55912
240127,PACELLI HIGH SCHOOL,AUSTIN,MN,55912
249006,AVON ELEMENTARY SCHOOL,AVON,MN,56310
240133,NORTHEAST RANGE HIGH SCHOOL,BABBITT,MN,55706
240128,FOOTHILLS CHRISTIAN ACADEMY,BACKUS,MN,56435
240140,BADGER HIGH SCHOOL,BADGER,MN,56714
240145,BAGLEY HIGH SCHOOL,BAGLEY,MN,56621
240155,BARNESVILLE HIGH SCHOOL,BARNESVILLE,MN,56514
240160,BARNUM HIGH SCHOOL,BARNUM,MN,55707
240710,WEST CENTRAL AREA HIGH SCHOOL,BARRETT,MN,56311
240170,BATTLE LAKE HIGH SCHOOL BATTLE,LAKE,MN,56515
240175,LAKE OF THE WOODS HIGH SCHOOL,BAUDETTE,MN,56623
240297,LAKE REGION CHRISTIAN SCHOOL,BAXTER,MN,56425
242297,NORTH SHORE CHRISTIAN ACADEMY BEAVER,BAY,MN,55601
240190,BECKER HIGH SCHOOL,BECKER,MN,55308
240325,BELGRADE-BROOTEN-ELROSA HS,BELGRADE,MN,56312
240200,BELLE PLAINE HIGH SCHOOL BELLE,PLAINE,MN,56011
240214,VOYAGEURS EXPEDITIONARY HS,BEMIDJI,MN,56601
240215,BEMIDJI HIGH SCHOOL,BEMIDJI,MN,56601
240218,TREKNORTH HIGH SCHOOL,BEMIDJI,MN,56601
003626,NORTHWST TECHNICAL COLLEGE,BEMIDJI,MN,56601
006676,BEMIDJI STATE UNIVERSITY,BEMIDJI,MN,56601
007247,OAK HILLS CHRISTIAN COLLEGE,BEMIDJI,MN,56601
240408,BUG-O-NAY-GE-SHIG SCHOOL,BENA,MN,56626
240219,BENSON CHRISTIAN SCHOOL,BENSON,MN,56215
240220,BENSON SENIOR HIGH SCHOOL,BENSON,MN,56215
240225,BERTHA-HEWITT HIGH SCHOOL,BERTHA,MN,56437
240235,BIG LAKE HIGH SCHOOL BIG,LAKE,MN,55309
240230,BIGFORK HIGH SCHOOL,BIGFORK,MN,56628
241185,INDUS HIGH SCHOOL,BIRCHDALE,MN,56629
240255,BLACKDUCK HIGH SCHOOL,BLACKDUCK,MN,56630
240256,BLAINE HIGH SCHOOL,BLAINE,MN,55434
240257,PALADIN ACADEMY,BLAINE,MN,55434
240007,DAVINCI ACADEMY OF ARTS AND SCIENCES,BLAINE,MN,55434
240260,BLOOMING PRAIRIE HIGH SCHOOL BLOOMING,PRAIRIE,MN,55917
006501,NORMANDALE COMMUNITY COLLEGE,BLOOMINGTON,MN,55431
240265,JOHN F KENNEDY SR HIGH SCHOOL,BLOOMINGTON,MN,55420
240268,THOMAS JEFFERSON SENIOR HS,BLOOMINGTON,MN,55437
240269,COMMUNITY EDUCATION CAMPUS,BLOOMINGTON,MN,55431
240279,LIFE ACADEMY,BLOOMINGTON,MN,55431
241591,UNITED CHRISTIAN ACADEMY,BLOOMINGTON,MN,55437
002448,RASMUSSEN COLLEGE,BLOOMINGTON,MN,55435
006516,NORTHWSTRN HEALTH SCI UNIV,BLOOMINGTON,MN,55431
240270,BLUE EARTH AREA HIGH SCHOOL BLUE,EARTH,MN,56013
240290,BRAHAM AREA HIGH SCHOOL,BRAHAM,MN,55006
006045,CENTRAL LAKES COLLEGE,BRAINERD,MN,56401
240294,AREA EDUCATION CENTER,BRAINERD,MN,56401
240295,BRAINERD SENIOR HIGH SCHOOL,BRAINERD,MN,56401
240300,BRANDON-EVANSVILLE HIGH SCHOOL,BRANDON,MN,56315
240305,BRECKENRIDGE HIGH SCHOOL,BRECKENRIDGE,MN,56520
006730,RASMUSSEN COLLEGE BROOKLYN PRK BROKLYN,PRK,MN,55445
240318,BROOKLYN CENTER HIGH SCHOOL BROOKLYN,CENTER,MN,55430
240323,INSIGHT SCHOOL OF MINNESOTA BROOKLYN,CENTER,MN,55430
003314,MINNESOTA SCH BUSINESS BKLYN C BROOKLYN,CT,MN,55430
006498,NORTH HENNEPIN COMMUNITY COLL BROOKLYN,PARK,MN,55445
240267,MARANATHA CHRISTIAN ACADEMY BROOKLYN,PARK,MN,55428
240319,PARK CENTER IB WORLD HIGH SCHL BROOKLYN,PARK,MN,55443
240320,OSSEO AREA LEARNING CENTER BROOKLYN,PARK,MN,55428
240321,PRAIRIE SEEDS ACADEMY BROOKLYN,PARK,MN,55428
241491,SAGE ACADEMY CHARTER SCHOOL BROOKLYN,PARK,MN,55443
240326,HENNEPIN GATEWAY TO COLLEGE BROOKLYN,PARK,MN,55445
249004,BROOKLYN JUNIOR HIGH SCHOOL BROOKLYN,PARK,MN,55443
006290,HENNEPIN TECHNICAL COLLEGE BROOKLYN,PK,MN,55445
240330,BROWERVILLE HIGH SCHOOL,BROWERVILLE,MN,56438
240345,BUFFALO HIGH SCHOOL,BUFFALO,MN,55313
240355,MESABI ACADEMY,BUHL,MN,55713
240347,SOBRIETY HIGH SCHOOL-ALLIANCE,BURNSVILLE,MN,55337
240364,SOUTH HEIGHTS CHRISTIAN CLASS,BURNSVILLE,MN,55337
240709,SOBRIETY HIGH SCHOOL,BURNSVILLE,MN,55337
242367,BURNSVILLE SENIOR HIGH SCHOOL,BURNSVILLE,MN,55337
003860,NICOLLET JR HS GIFTED PROGRAM,BURNSVILLE,MN,55337
006732,KLINE JOHN,BURNSVILLE,MN,55337
240360,BUTTERFIELD-ODIN HIGH SCHOOL,BUTTERFIELD,MN,56120
240365,BYRON HIGH SCHOOL,BYRON,MN,55920
240637,ZUMBRO AREA LEARNING CENTER,BYRON,MN,55920
240375,CALEDONIA MIDDLE/HIGH SCHOOL,CALEDONIA,MN,55921
240379,CALVARY BAPTIST ACADEMY,CAMBRIDGE,MN,55008
240380,CAMBRIDGE-ISANTI HIGH SCHOOL,CAMBRIDGE,MN,55008
240381,CAMBRIDGE CHRISTIAN SCHOOL,CAMBRIDGE,MN,55008
240385,CAMPBELL-TINTAH HIGH SCHOOL,CAMPBELL,MN,56522
240390,CANBY HIGH SCHOOL,CANBY,MN,56220
240395,CANNON FALLS JR-SR HIGH SCHOOL CANNON,FALLS,MN,55009
240405,CARLTON HIGH SCHOOL,CARLTON,MN,55718
240409,CASS LAKE AREA LEARNING CENTER CASS,LAKE,MN,56633
240410,CASS LAKE/BENA HIGH SCHOOL CASS,LAKE,MN,56633
003931,LEECH LAKE TRIBAL COLLEGE CASS,LAKE,MN,56633
240419,CHAMPLIN PARK HIGH SCHOOL,CHAMPLIN,MN,55316
240421,CHANHASSEN HIGH SCHOOL,CHANHASSEN,MN,55317
240266,SOUTHWEST CHRISTIAN HIGH SCHL,CHASKA,MN,55318
240422,BRICE ACADEMY,CHASKA,MN,55318
240423,CHASKA HIGH SCHOOL,CHASKA,MN,55318
240424,SOUTHWEST METRO EDUCATIONAL CO,CHASKA,MN,55318
240427,INTEGRATED ARTS ACADEMY,CHASKA,MN,55318
240426,WITTENBERG ACADEMY,CHATFIELD,MN,55923
240435,CHATFIELD HIGH SCHOOL,CHATFIELD,MN,55923
240437,CHISAGO LAKES BAPTIST SCHOOL CHISAGO,CITY,MN,55013
240445,CHISHOLM SENIOR HIGH SCHOOL,CHISHOLM,MN,55719
240035,CHOKIO-ALBERTA HIGH SCHOOL,CHOKIO,MN,56221
240452,CENTENNIAL HIGH SCHOOL CIRCLE,PINES,MN,55014
240455,MACCRAY HIGH SCHOOL CLARA,CITY,MN,56222
240680,EAGLE VALLEY HIGH SCHOOL,CLARISSA,MN,56440
240475,CLEARBROOK-GONVICK HS,CLEARBROOK,MN,56634
240480,CLEVELAND HIGH SCHOOL,CLEVELAND,MN,56017
240485,CLIMAX HIGH SCHOOL,CLIMAX,MN,56523
240495,CLOQUET SENIOR HIGH SCHOOL,CLOQUET,MN,55720
240498,FOND-DU-LAC OJIBWE SCHOOL,CLOQUET,MN,55720
240499,SAINT PAULS ACADEMY,CLOQUET,MN,55720
002047,FOND DU LAC COLLEGE,CLOQUET,MN,55720
240500,DASSEL-COKATO HIGH SCHOOL,COKATO,MN,55321
240503,ROCORI HIGH SCHOOL COLD,SPRING,MN,56320
240510,GREENWAY HIGH SCHOOL,COLERAINE,MN,55722
240515,SAINT JOHNS PREPARATORY SCHOOL,COLLEGEVILLE,MN,56321
006624,SAINT JOHNS UNIVERSITY,COLLEGEVL,MN,56321
240520,COLUMBIA HEIGHTS HIGH SCHOOL COLUMBIA,HEIGHTS,MN,55421
240525,COMFREY HIGH SCHOOL,COMFREY,MN,56019
240535,NORTH WOODS HIGH SCHOOL,COOK,MN,55723
006024,ANOKA-RAMSEY COMMUNITY COLLEGE COON,RAPIDS,MN,55433
240531,NORTHWEST PASSAGE HIGH SCHOOL COON,RAPIDS,MN,55433
240532,SOBRIETY HIGH SCHOOL-ARONA COON,RAPIDS,MN,55433
240534,CROSSROADS ALTERNATIVE HS COON,RAPIDS,MN,55433
240536,COON RAPIDS CHRISTIAN SCHOOL COON,RAPIDS,MN,55433
240537,COON RAPIDS HIGH SCHOOL COON,RAPIDS,MN,55433
240541,SOUTH WASHINGTON ALC COTTAGE,GROVE,MN,55016
242340,PARK HIGH SCHOOL COTTAGE,GROVE,MN,55016
240545,LAKEVIEW HIGH SCHOOL,COTTONWOOD,MN,56229
240550,CROMWELL WRIGHT SCHOOL,CROMWELL,MN,55726
006893,UNIV OF MINNESOTA TECH COLL,CROOKSTON,MN,56716
240552,NEW PATHS AREA LEARNING CENTER,CROOKSTON,MN,56716
240554,BIBLE BAPTIST SCHOOL,CROOKSTON,MN,56716
240560,CROOKSTON HIGH SCHOOL,CROOKSTON,MN,56716
240575,CROSBY IRONTON HIGH SCHOOL,CROSBY,MN,56441
240001,CROSSLAKE COMMUNITY HIGH SCHL,CROSSLAKE,MN,56442
240577,LIONSGATE ACADEMY,CRYSTAL,MN,55427
241814,HIGHVIEW ALTERNATIVE PROGRAM,CRYSTAL,MN,55429
003051,LAKELAND ACAD HERZING COLLEGE,CRYSTAL,MN,55428
240142,RIVERTREE SCHOOL,CRYSTAL,MN,55422
242168,SOUTH RIDGE SCHOOL,CULVER,MN,55779
240600,DAWSON-BOYD HIGH SCHOOL,DAWSON,MN,56232
240610,DEER RIVER HIGH SCHOOL DEER,RIVER,MN,56636
240615,DELANO SENIOR HIGH SCHOOL,DELANO,MN,55328
006733,PETERSON COLLIN C DETROIT,LAK,MN,56501
240625,DETROIT LAKES HIGH SCHOOL DETROIT,LAKES,MN,56501
240635,TRITON HIGH SCHOOL DODGE,CENTER,MN,55927
240640,MARSHALL SCHOOL THE,DULUTH,MN,55811
240641,LAKEVIEW CHRISTIAN ACADEMY,DULUTH,MN,55811
240650,DENFELD HIGH SCHOOL,DULUTH,MN,55807
240655,DULUTH EAST HIGH SCHOOL,DULUTH,MN,55804
240659,HARBOR CITY INTERNATIONAL SCH,DULUTH,MN,55802
240677,DULUTH AREA LEARNING CENTER,DULUTH,MN,55802
242266,MINNESOTA NORTH STAR ACADEMY,DULUTH,MN,55811
240646,ACADEMIC EXCELLENCE ONLINE HS,DULUTH,MN,55802
003312,DULUTH BUSINESS UNIV,DULUTH,MN,55807
006107,COLLEGE OF SAINT SCHOLASTICA,DULUTH,MN,55811
006352,LAKE SUPERIOR COLLEGE,DULUTH,MN,55811
006873,UNIV MINNESOTA DULUTH,DULUTH,MN,55812
241688,TRINITY SCHOOL AT RIVER RIDGE,EAGAN,MN,55121
242121,EAGAN HIGH SCHOOL,EAGAN,MN,55123
001388,NORTHWST TECHNICAL INSTITUTE,EAGAN,MN,55121
002449,RASMUSSEN BUSINESS C EAGAN MN,EAGAN,MN,55122
006427,ARGOSY UNIV TWIN CITIES,EAGAN,MN,55121
240685,SENIOR HIGH SCHOOL EAST GRAND,FORKS,MN,56721
240690,SACRED HEART HIGH SCHOOL EAST GRAND,FORKS,MN,56721
240694,ECHO CHARTER SCHOOL,ECHO,MN,56237
006230,PAULSEN ERIK EDEN,PRAIRI,MN,55344
240697,INTERNATIONAL SCHOOL MINNESOTA EDEN,PRAIRIE,MN,55344
241150,EDEN PRAIRIE HIGH SCHOOL EDEN,PRAIRIE,MN,55346
241157,PIM ARTS HIGH SCHOOL EDEN,PRAIRIE,MN,55344
240700,EDEN VALLEY-WATKINS HS EDEN,VALLEY,MN,55329
240705,EDGERTON PUBLIC SCHOOL,EDGERTON,MN,56128
240706,SOUTHWEST MINNESOTA CHRISTIAN,EDGERTON,MN,56128
240708,EDINA HIGH SCHOOL,EDINA,MN,55439
004294,KELLER GRADUATE SCHOOL OF MGMT,EDINA,MN,55435
240720,ELK RIVER HIGH SCHOOL ELK,RIVER,MN,55330
240721,SPECTRUM HIGH SCHOOL ELK,RIVER,MN,55330
240722,SOLID ROCK CHRISTIAN ACADEMY ELK,RIVER,MN,55330
240723,IVAN SAND COMMUNITY SCHOOL ELK,RIVER,MN,55330
240735,ELLSWORTH HIGH SCHOOL,ELLSWORTH,MN,56129
240736,ELMORE ACADEMY,ELMORE,MN,56027
006194,VERMILION COMMUNITY COLLEGE,ELY,MN,55731
240745,MEMORIAL SENIOR HIGH SCHOOL,ELY,MN,55731
240753,CORNERSTONE CHRISTIAN SCHOOL,EMILY,MN,56447
241535,WIN-E-MAC HIGH SCHOOL,ERSKINE,MN,56535
240765,LINCOLN HIGH SCHOOL,ESKO,MN,55733
240770,EVANSVILLE HIGH SCHOOL,EVANSVILLE,MN,56326
240774,EAST RANGE ACAD OF TECH & SCI,EVELETH,MN,55734
240775,EVELETH-GILBERT SR HIGH SCHOOL,EVELETH,MN,55734
007122,MESABI RANGE CMTY TECH C EVE,EVELETH,MN,55734
240785,DOVER-EYOTA HIGH SCHOOL,EYOTA,MN,55934
240795,FAIRMONT HIGH SCHOOL,FAIRMONT,MN,56031
240798,DISCOVERY PUBLIC SCHOOL,FARIBAULT,MN,55021
240800,BETHLEHEM ACADEMY,FARIBAULT,MN,55021
240805,FARIBAULT HIGH SCHOOL,FARIBAULT,MN,55021
240807,MINNESOTA STATE ACAD FOR BLIND,FARIBAULT,MN,55021
240810,SHATTUCK-SAINT MARYS SCHOOL,FARIBAULT,MN,55021
240812,MINNESOTA STATE ACADEMY DEAF,FARIBAULT,MN,55021
240817,CHRISTIAN LIFE ACADEMY,FARMINGTON,MN,55024
240820,FARMINGTON HIGH SCHOOL,FARMINGTON,MN,55024
240828,KENNEDY SECONDARY SCHOOL FERGUS,FALLS,MN,56537
240829,IQ ACADEMY MINNESOTA FERGUS,FALLS,MN,56537
240830,HILLCREST LUTHERAN ACADEMY FERGUS,FALLS,MN,56537
240833,TWIN OAKS SCHOOL FERGUS,FALLS,MN,56537
002110,MN STAT CMNTY TECH COLG FERGUS FERGUS,FLS,MN,56537
240840,FERTILE-BELTRAMI HIGH SCHOOL,FERTILE,MN,56540
242355,EAST CENTRAL SECONDARY ISD2580,FINLAYSON,MN,55735
240850,FISHER HIGH SCHOOL,FISHER,MN,56723
240855,FLOODWOOD SCHOOL,FLOODWOOD,MN,55736
240860,FOLEY HIGH SCHOOL,FOLEY,MN,56329
240863,NORTH LAKES ACADEMY FOREST,LAKE,MN,55025
240864,FOREST LAKE AREA LRNG CENTER FOREST,LAKE,MN,55025
240865,FOREST LAKE SENIOR HIGH SCHOOL FOREST,LAKE,MN,55025
240006,LAKES INTERNATIONAL LANGUAGE FOREST,LAKE,MN,55025
240868,FAITH CHRISTIAN SCHOOL,FORESTON,MN,56330
240870,FOSSTON HIGH SCHOOL,FOSSTON,MN,56542
240880,FRAZEE HIGH SCHOOL,FRAZEE,MN,56544
240579,AVAIL ACADEMY,FRIDLEY,MN,55432
240887,AL-AMAL SCHOOL,FRIDLEY,MN,55432
240888,TOTINO-GRACE HIGH SCHOOL,FRIDLEY,MN,55432
241612,FRIDLEY SENIOR HIGH SCHOOL,FRIDLEY,MN,55432
241703,WOODCREST BAPTIST ACADEMY,FRIDLEY,MN,55432
240900,FULDA HIGH SCHOOL,FULDA,MN,56131
240930,GLENCOE-SILVER LAKE HIGH SCH,GLENCOE,MN,55336
240933,GLENVILLE-EMMONS HIGH SCHOOL,GLENVILLE,MN,56036
240935,MINNEWASKA AREA HIGH SCHOOL,GLENWOOD,MN,56334
240940,DILWORTH-GLYNDON-FELTON HS,GLYNDON,MN,56547
240943,PERPICH CENTER FOR ARTS EDUC GOLDEN,VALLEY,MN,55422
241592,BRECK SCHOOL GOLDEN,VALLEY,MN,55422
240950,GOODHUE PUBLIC SCHOOL,GOODHUE,MN,55027
240955,GOODRIDGE HIGH SCHOOL,GOODRIDGE,MN,56725
240965,CLINTON GRACEVLLE BEARDSLEY HS,GRACEVILLE,MN,56240
240975,GRANADA-HUNTLEY EAST CHAIN,GRANADA,MN,56039
240980,COOK COUNTY HIGH SCHOOL GRAND,MARAIS,MN,55604
240985,GRAND MEADOW HIGH SCHOOL GRAND,MEADOW,MN,55936
006309,ITASCA COMMUNITY COLLEGE GRAND,RAPIDS,MN,55744
